YEAR,MONTH,DAY,HOUR,temp_outdoor,temp_ground,humidity,pressure_area,pressure_sea,wind_speed,wind_direction,visual_range,ELEC_diff,HOT_diff,WATER_diff,ELEC_before,HOT_before,WATER_before,ELEC,HOT,WATER
2022,7,18,1,23.7,23,89,997.2,1001.7,0.5,110,1407,-28.77,-0.9983,-2.0849,145.66,1.5763,4.2014,116.89,0.578,2.1165
2022,7,18,2,24,23.1,90,996.7,1001.2,0.7,70,1044,-16.12,-0.359,-0.8476,116.89,0.578,2.1165,100.77,0.219,1.2689
2022,7,18,3,23.9,23.2,91,996.7,1001.2,0.7,180,947,-16.12,-0.359,-0.8476,100.77,0.219,1.2689,96.54,0.3424,1.7092
2022,7,18,4,23.9,22.9,90,996.6,1001.1,0.3,0,810,-4.23,0.1234,0.4403,96.54,0.3424,1.7092,94.41,0.1746,1.3823
2022,7,18,5,23.5,23.1,93,996.6,1001.1,0.6,50,744,-2.13,-0.1678,-0.3269,94.41,0.1746,1.3823,93,1.0904,3.3801
2022,7,18,6,24.1,23.1,87,996.6,1001.1,1.7,110,979,-1.41,0.9158,1.9978,93,1.0904,3.3801,109.27,3.0944,6.9759
2022,7,18,7,24.5,23.6,86,996.6,1001.1,1.9,110,1003,16.27,2.004,3.5958,109.27,3.0944,6.9759,142.42,5.0616,13.6632
2022,7,18,8,25,24.2,84,996.6,1001.1,2,110,1053,33.15,1.9672,6.6873,142.42,5.0616,13.6632,135.24,3.3497,14.0466
2022,7,18,9,26,26.1,81,996,1000.5,1.1,110,1267,-7.18,-1.7119,0.3834,135.24,3.3497,14.0466,128.01,1.5942,9.8583
2022,7,18,10,26.2,27.5,80,995.6,1000.1,3.6,140,1357,-7.23,-1.7555,-4.1883,128.01,1.5942,9.8583,119.46,1.5702,8.4363
2022,7,18,11,26.1,27,75,995.3,999.8,2.6,140,1957,-8.55,-0.024,-1.422,119.46,1.5702,8.4363,128.73,1.1503,6.105
2022,7,18,12,27.3,29.3,69,994.7,999.2,4,110,1977,9.27,-0.4199,-2.3313,128.73,1.1503,6.105,129.52,0.9448,6.6299
2022,7,18,13,26.6,27.1,72,994.9,999.4,3.6,140,2000,0.79,-0.2055,0.5249,129.52,0.9448,6.6299,128.77,0.9665,7.561
2022,7,18,14,25.9,29.2,82,994.6,999.1,3.3,110,1990,-0.75,0.0217,0.9311,128.77,0.9665,7.561,123.54,0.8599,5.8456
2022,7,18,15,27,30.9,74,994.1,998.6,2,90,2000,-5.23,-0.1066,-1.7154,123.54,0.8599,5.8456,131.79,0.7359,5.63
2022,7,18,16,28.3,31.2,68,993.4,997.8,2.8,110,1987,8.25,-0.124,-0.2156,131.79,0.7359,5.63,131.89,0.7333,5.368
2022,7,18,17,28.2,29.6,67,993.4,997.8,2.1,160,2000,0.1,-0.0026,-0.262,131.89,0.7333,5.368,159.17,1.9545,8.1451
2022,7,18,18,28,27.6,69,993.3,997.7,2.7,160,2000,27.28,1.2212,2.7771,159.17,1.9545,8.1451,181.78,2.9843,9.7895
2022,7,18,19,27.6,26.2,70,993.8,998.2,2.5,160,2000,22.61,1.0298,1.6444,181.78,2.9843,9.7895,211.06,3.1385,12.9005
2022,7,18,20,27,24.8,72,994.2,998.7,1.6,160,2000,29.28,0.1542,3.111,211.06,3.1385,12.9005,231.94,4.5451,13.0868
2022,7,18,21,25.8,24.3,79,994.5,999,0.3,0,1983,20.88,1.4066,0.1863,231.94,4.5451,13.0868,226.36,4.2963,12.5416
2022,7,18,22,24.7,24,87,995.2,999.7,1.5,250,2000,-5.58,-0.2488,-0.5452,226.36,4.2963,12.5416,207.17,5.1807,13.1662
2022,7,18,23,24.1,23.5,93,995.3,999.8,1.4,250,1042,-19.19,0.8844,0.6246,207.17,5.1807,13.1662,171.32,2.4678,6.5403
2022,7,19,0,24.1,23.4,93,995.7,1000.2,1.3,250,781,-35.85,-2.7129,-6.6259,171.32,2.4678,6.5403,140.62,1.5462,4.3928
2022,7,19,1,23.8,23.2,94,995.3,999.8,0.4,0,657,-30.7,-0.9216,-2.1475,140.62,1.5462,4.3928,117.27,0.7926,2.333
2022,7,19,2,23.5,23.1,95,995.6,1000.1,0.3,0,1565,-23.35,-0.7536,-2.0598,117.27,0.7926,2.333,103.15,0.5579,2.0824
2022,7,19,3,23.8,23.1,95,995.5,1000,0.7,270,693,-14.12,-0.2347,-0.2506,103.15,0.5579,2.0824,92.08,0.1901,1.3627
2022,7,19,4,23.4,22.7,95,995.4,999.9,0.7,250,761,-11.07,-0.3678,-0.7197,92.08,0.1901,1.3627,86.94,0.1398,1.5779
2022,7,19,5,23,22.4,96,996,1000.5,0.6,290,604,-5.14,-0.0503,0.2152,86.94,0.1398,1.5779,93.56,0.9039,2.9674
2022,7,19,6,23.1,22.5,95,996.4,1000.9,0.2,0,701,6.62,0.7641,1.3895,93.56,0.9039,2.9674,105.94,2.8677,7.8849
2022,7,19,7,24.1,24.2,94,996.8,1001.3,0.2,0,546,12.38,1.9638,4.9175,105.94,2.8677,7.8849,135.42,4.2111,11.7104
2022,7,19,8,25,27.4,87,997.2,1001.7,0.9,230,1693,29.48,1.3434,3.8255,135.42,4.2111,11.7104,142.57,3.291,13.4991
2022,7,19,9,25.8,28.9,85,997.6,1002.1,1.6,250,1239,7.15,-0.9201,1.7887,142.57,3.291,13.4991,125.95,1.7118,9.6895
2022,7,19,10,27.2,32.7,81,997.3,1001.8,1.7,230,1391,-16.62,-1.5792,-3.8096,125.95,1.7118,9.6895,124.62,1.4748,7.4825
2022,7,19,11,28.4,34.6,74,997.9,1002.3,1.8,230,1097,-1.33,-0.237,-2.207,124.62,1.4748,7.4825,135.11,1.7168,7.1898
2022,7,19,12,29,37.9,74,997.4,1001.8,3.1,250,1427,10.49,0.242,-0.2927,135.11,1.7168,7.1898,146.48,0.951,7.8095
2022,7,19,13,29.9,41.3,64,997.7,1002.1,4.7,230,1550,11.37,-0.7658,0.6197,146.48,0.951,7.8095,157.31,0.9496,7.3286
2022,7,19,14,30.3,42.9,60,998,1002.4,4.6,290,1957,10.83,-0.0014,-0.4809,157.31,0.9496,7.3286,150.97,1.1924,7.0661
2022,7,19,15,30.1,41.3,65,998.1,1002.5,3.5,270,2042,-6.34,0.2428,-0.2625,150.97,1.1924,7.0661,159.48,0.9786,6.597
2022,7,19,16,29.8,39.6,64,998.1,1002.5,4.2,290,1846,8.51,-0.2138,-0.4691,159.48,0.9786,6.597,176.61,0.8209,5.587
2022,7,19,17,29.1,34.3,64,998.4,1002.8,3.8,270,1777,17.13,-0.1577,-1.01,176.61,0.8209,5.587,185.39,2.0403,7.9261
2022,7,19,18,27.9,31.6,68,999.2,1003.7,3,270,1748,8.78,1.2194,2.3391,185.39,2.0403,7.9261,185.29,3.2796,11.2632
2022,7,19,19,26.6,28.9,75,999.9,1004.4,3.6,270,1310,-0.1,1.2393,3.3371,185.29,3.2796,11.2632,220.43,3.6721,13.0135
2022,7,19,20,25.5,27,84,1000.5,1005,2.8,270,705,35.14,0.3925,1.7503,220.43,3.6721,13.0135,227.6,3.5057,13.5725
2022,7,19,21,25.1,25.9,88,1001.3,1005.8,2,250,671,7.17,-0.1664,0.559,227.6,3.5057,13.5725,228.21,4.7687,12.2906
2022,7,19,22,25.1,25.4,89,1001.5,1006,1.4,270,750,0.61,1.263,-1.2819,228.21,4.7687,12.2906,203.24,3.9445,11.2388
2022,7,19,23,24.8,25,91,1001.8,1006.3,1.3,250,739,-24.97,-0.8242,-1.0518,203.24,3.9445,11.2388,162.39,2.4885,7.3029
2022,7,20,0,24.9,24.9,91,1001.6,1006.1,0.5,250,741,-40.85,-1.456,-3.9359,162.39,2.4885,7.3029,137.74,1.1666,3.6629
2022,7,20,1,25,24.7,91,1001.8,1006.3,0.7,230,910,-24.65,-1.3219,-3.64,137.74,1.1666,3.6629,119.4,0.6276,2.0554
2022,7,20,2,24.7,24.5,93,1002.1,1006.6,1,230,743,-18.34,-0.539,-1.6075,119.4,0.6276,2.0554,104.57,0.1709,2.4187
2022,7,20,3,24.4,24.3,94,1002.2,1006.7,0.2,0,607,-14.83,-0.4567,0.3633,104.57,0.1709,2.4187,97.22,0.2979,1.4272
2022,7,20,4,24.2,23.8,96,1002.2,1006.7,0.9,250,542,-7.35,0.127,-0.9915,97.22,0.2979,1.4272,100.65,0.2458,1.512
2022,7,20,5,24.4,23.9,96,1002.6,1007.1,0.8,250,644,3.43,-0.0521,0.0848,100.65,0.2458,1.512,101.2,0.8055,3.276
2022,7,20,6,24.3,24,96,1002.8,1007.3,0.7,230,443,0.55,0.5597,1.764,101.2,0.8055,3.276,120.57,2.7959,7.4681
2022,7,20,7,24.9,25.3,92,1003.1,1007.6,0.5,250,810,19.37,1.9904,4.1921,120.57,2.7959,7.4681,148.65,4.3148,13.4154
2022,7,20,8,25.7,27.7,86,1003.4,1007.9,1.2,200,701,28.08,1.5189,5.9473,148.65,4.3148,13.4154,142.81,3.7747,12.1762
2022,7,20,9,26.8,30.3,81,1003.3,1007.8,1.5,250,873,-5.84,-0.5401,-1.2392,142.81,3.7747,12.1762,133.28,3.3407,11.5673
2022,7,20,10,27.4,31.8,76,1003.2,1007.7,1.9,250,852,-9.53,-0.434,-0.6089,133.28,3.3407,11.5673,131.03,1.7945,10.1275
2022,7,20,11,28.5,36.3,71,1003.2,1007.7,1.8,250,937,-2.25,-1.5462,-1.4398,131.03,1.7945,10.1275,145.4,1.1405,7.4651
2022,7,20,12,29.1,38.7,68,1002.9,1007.4,2.4,230,1238,14.37,-0.654,-2.6624,145.4,1.1405,7.4651,172.24,2.024,8.0848
2022,7,20,13,29.8,41.5,61,1002.4,1006.8,2.8,250,1903,26.84,0.8835,0.6197,172.24,2.024,8.0848,167.01,1.5692,7.5996
2022,7,20,14,30.4,42.4,54,1002.2,1006.6,3.2,270,1986,-5.23,-0.4548,-0.4852,167.01,1.5692,7.5996,162.38,1.5679,6.3518
2022,7,20,15,30.5,41.9,57,1002,1006.4,2.6,290,1985,-4.63,-0.0013,-1.2478,162.38,1.5679,6.3518,153.53,0.8996,7.6056
2022,7,20,16,30.8,39.7,55,1001.5,1005.9,2.7,270,1993,-8.85,-0.6683,1.2538,153.53,0.8996,7.6056,169.13,1.3616,5.75
2022,7,20,17,29.5,34.5,57,1001.6,1006,2.7,290,2000,15.6,0.462,-1.8556,169.13,1.3616,5.75,184.03,2.1409,9.2241
2022,7,20,18,28.8,31.8,60,1001.5,1006,1.4,290,1947,14.9,0.7793,3.4741,184.03,2.1409,9.2241,215.73,2.9358,12.0266
2022,7,20,19,27.6,29.6,67,1001.4,1005.9,1.3,250,2000,31.7,0.7949,2.8025,215.73,2.9358,12.0266,224.78,3.7417,14.0544
2022,7,20,20,27.5,28,69,1001,1005.5,1.4,320,2000,9.05,0.8059,2.0278,224.78,3.7417,14.0544,236.79,3.6869,13.3421
2022,7,20,21,27.3,27.1,69,1001.3,1005.8,1.7,320,1999,12.01,-0.0548,-0.7123,236.79,3.6869,13.3421,225,3.7273,11.8653
2022,7,20,22,25.4,26.4,87,1001.3,1005.8,0.5,290,1182,-11.79,0.0404,-1.4768,225,3.7273,11.8653,216.84,2.6359,9.5519
2022,7,20,23,24.7,25.8,93,1000.8,1005.3,0.9,50,1005,-8.16,-1.0914,-2.3134,216.84,2.6359,9.5519,193.35,2.6935,7.9592
2022,7,21,0,24.6,25.5,96,1000.2,1004.7,0.9,20,890,-23.49,0.0576,-1.5927,193.35,2.6935,7.9592,161.88,1.2596,5.035
2022,7,21,1,24.8,24.6,91,998.8,1003.3,2.9,70,1435,-31.47,-1.4339,-2.9242,161.88,1.2596,5.035,130.49,0.2846,1.7935
2022,7,21,2,24.8,24.4,87,998.8,1003.3,1.1,50,1537,-31.39,-0.975,-3.2415,130.49,0.2846,1.7935,110.75,0.3181,1.5603
2022,7,21,3,23.5,24.2,95,998.1,1002.6,1.4,70,656,-19.74,0.0335,-0.2332,110.75,0.3181,1.5603,104.39,0.4241,1.6142
2022,7,21,4,22.5,23.6,96,997.5,1002,1,360,679,-6.36,0.106,0.0539,104.39,0.4241,1.6142,97.59,0.1448,1.2801
2022,7,21,5,21.5,22.7,94,996.8,1001.4,1.6,90,903,-6.8,-0.2793,-0.3341,97.59,0.1448,1.2801,96.2,0.8805,2.7867
2022,7,21,6,21.5,22.4,99,996.5,1001.1,2.1,50,299,-1.39,0.7357,1.5066,96.2,0.8805,2.7867,108.02,2.4009,6.9882
2022,7,21,7,21.3,22.6,99,996,1000.6,1.4,20,769,11.82,1.5204,4.2015,108.02,2.4009,6.9882,127.98,3.3025,9.5387
2022,7,21,8,21.4,23.3,100,996,1000.6,1.1,340,497,19.96,0.9016,2.5505,127.98,3.3025,9.5387,134.67,2.3193,9.8445
2022,7,21,9,21.6,23.9,100,995.9,1000.5,1.2,340,696,6.69,-0.9832,0.3058,134.67,2.3193,9.8445,122.94,1.7809,9.6643
2022,7,21,10,22.5,25.7,97,995.7,1000.2,2,50,1974,-11.73,-0.5384,-0.1802,122.94,1.7809,9.6643,128.45,1.7307,6.4506
2022,7,21,11,23,25.8,94,996.2,1000.7,1.9,340,1995,5.51,-0.0502,-3.2137,128.45,1.7307,6.4506,123.56,0.9363,5.6395
2022,7,21,12,23,25.1,93,996.7,1001.2,2.4,320,1552,-4.89,-0.7944,-0.8111,123.56,0.9363,5.6395,126.13,0.9973,5.7973
2022,7,21,13,23.6,26.1,90,996.9,1001.4,3.3,320,2000,2.57,0.061,0.1578,126.13,0.9973,5.7973,116.64,1.7019,8.3524
2022,7,21,14,24.1,27,86,997.2,1001.7,3.4,320,2000,-9.49,0.7046,2.5551,116.64,1.7019,8.3524,130.62,0.9196,6.5777
2022,7,21,15,24.9,28.4,82,997.5,1002,3.2,320,2000,13.98,-0.7823,-1.7747,130.62,0.9196,6.5777,140.49,1.5175,7.9465
2022,7,21,16,25.2,27.6,80,997.7,1002.2,2.9,290,2000,9.87,0.5979,1.3688,140.49,1.5175,7.9465,139.67,1.3465,6.8635
2022,7,21,17,25.6,27.7,78,998,1002.5,3,340,2000,-0.82,-0.171,-1.083,139.67,1.3465,6.8635,156.99,2.8746,10.3674
2022,7,21,18,25.6,26.8,77,998.1,1002.6,2.2,320,2000,17.32,1.5281,3.5039,156.99,2.8746,10.3674,160.74,3.1069,11.5144
2022,7,21,19,25.6,25.4,74,998.6,1003.1,2.8,320,2000,3.75,0.2323,1.147,160.74,3.1069,11.5144,196.15,3.3463,12.2438
2022,7,21,20,25.1,24.8,80,999.3,1003.8,0.9,290,2000,35.41,0.2394,0.7294,196.15,3.3463,12.2438,192.54,3.0684,11.0248
2022,7,21,21,24.5,24,83,999.7,1004.2,0.9,290,2000,-3.61,-0.2779,-1.219,192.54,3.0684,11.0248,194.02,3.6003,12.7233
2022,7,21,22,23.9,23.3,86,1000.5,1005,0.1,0,2000,1.48,0.5319,1.6985,194.02,3.6003,12.7233,173.49,4.8645,12.8576
2022,7,21,23,23.6,23.3,89,1000.5,1005,0.7,290,2000,-20.53,1.2642,0.1343,173.49,4.8645,12.8576,158.64,2.847,8.4695
2022,7,22,0,23.8,23.6,90,1000.7,1005.2,1.6,250,1926,-14.85,-2.0175,-4.3881,158.64,2.847,8.4695,128.11,1.6532,6.3525
2022,7,22,1,23.1,23.5,95,1000.7,1005.2,0.2,0,1961,-30.53,-1.1938,-2.117,128.11,1.6532,6.3525,106.36,0.7335,2.8269
2022,7,22,2,22.9,23.1,95,1001,1005.5,0.5,270,1155,-21.75,-0.9197,-3.5256,106.36,0.7335,2.8269,95.64,0.1189,1.1287
2022,7,22,3,23.6,23.1,91,1001.1,1005.6,2.2,270,884,-10.72,-0.6146,-1.6982,95.64,0.1189,1.1287,87.27,0.1063,0.938
2022,7,22,4,23.5,23.1,93,1000.9,1005.4,1.9,270,1482,-8.37,-0.0126,-0.1907,87.27,0.1063,0.938,84.96,0.3459,1.452
2022,7,22,5,23.2,22.7,94,1001.1,1005.6,1.5,270,1647,-2.31,0.2396,0.514,84.96,0.3459,1.452,88.71,0.7355,3.3598
2022,7,22,6,23,22.8,96,1001.5,1006,1.5,250,1076,3.75,0.3896,1.9078,88.71,0.7355,3.3598,103.14,2.9373,8.0514
2022,7,22,7,23.8,23.8,92,1001.8,1006.3,1.2,290,1166,14.43,2.2018,4.6916,103.14,2.9373,8.0514,127.77,4.321,12.1394
2022,7,22,8,24.3,25.8,88,1002.2,1006.7,2.7,270,1447,24.63,1.3837,4.088,127.77,4.321,12.1394,128.7,2.7876,11.9569
2022,7,22,9,25.4,30.4,84,1001.9,1006.4,2.6,250,1441,0.93,-1.5334,-0.1825,128.7,2.7876,11.9569,124.12,1.7811,12.7637
2022,7,22,10,25.9,30,80,1001.8,1006.3,3.3,250,1877,-4.58,-1.0065,0.8068,124.12,1.7811,12.7637,128.36,1.8986,11.0298
2022,7,22,11,26.4,31.7,73,1001.6,1006.1,2.8,290,1880,4.24,0.1175,-1.7339,128.36,1.8986,11.0298,131,1.6337,7.2863
2022,7,22,12,27.7,33.6,69,1001.3,1005.8,3.2,250,1907,2.64,-0.2649,-3.7435,131,1.6337,7.2863,148.25,2.1242,8.4305
2022,7,22,13,27.8,33.5,72,1001.1,1005.6,2.9,270,1747,17.25,0.4905,1.1442,148.25,2.1242,8.4305,137.0806839,0.9029,7.9098
2022,7,22,14,26.9,31.3,75,1001.1,1005.6,3.6,270,1140,-11.1693161,-1.2213,-0.5207,137.0806839,0.9029,7.9098,144.4906839,1.476,6.2304
2022,7,22,15,28.1,35.6,65,1001,1005.5,3.5,270,1374,7.41,0.5731,-1.6794,144.4906839,1.476,6.2304,144.0506839,1.3699,7.1062
2022,7,22,16,27.9,32.1,67,1001.2,1005.7,3.2,290,1947,-0.44,-0.1061,0.8758,144.0506839,1.3699,7.1062,154.9606839,1.5434,6.89
2022,7,22,17,27.4,29.7,66,1001.3,1005.8,2.4,290,1900,10.91,0.1735,-0.2162,154.9606839,1.5434,6.89,156.8506839,1.6273,6.8996
2022,7,22,18,27.3,28.9,66,1001.1,1005.6,2.3,270,1850,1.89,0.0839,0.0096,156.8506839,1.6273,6.8996,181.6306839,2.5985,10.4414
2022,7,22,19,26.2,26.4,75,1001.4,1005.9,2.6,290,1323,24.78,0.9712,3.5418,181.6306839,2.5985,10.4414,193.2006839,2.6783,10.7496
2022,7,22,20,25.1,24.9,81,1001.9,1006.4,1.2,290,1029,11.57,0.0798,0.3082,193.2006839,2.6783,10.7496,205.6306839,3.3439,12.7772
2022,7,22,21,24.3,24,86,1002.1,1006.6,1.3,270,960,12.43,0.6656,2.0276,205.6306839,3.3439,12.7772,209.8306839,2.419,10.4392
2022,7,22,22,23.5,23.4,92,1002.7,1007.2,1.5,250,577,4.2,-0.9249,-2.338,209.8306839,2.419,10.4392,194.1106839,3.6125,11.5522
2022,7,22,23,23.4,23.1,93,1002.7,1007.2,0.9,270,536,-15.72,1.1935,1.113,194.1106839,3.6125,11.5522,167.2306839,1.8879,7.1474
2022,7,23,0,23.2,22.8,95,1002.4,1006.9,0.3,0,521,-26.88,-1.7246,-4.4048,167.2306839,1.8879,7.1474,133.1306839,1.6304,4.8132
2022,7,23,1,22.8,22.7,96,1002.4,1006.9,0.4,0,483,-34.1,-0.2575,-2.3342,133.1306839,1.6304,4.8132,110.5106839,1.3275,3.9677
2022,7,23,2,22.3,22.3,98,1002.5,1007.1,0.8,250,314,-22.62,-0.3029,-0.8455,110.5106839,1.3275,3.9677,95.62068389,0.6414,2.1793
2022,7,23,3,22.1,21.9,100,1002.4,1007,0.4,0,318,-14.89000001,-0.6861,-1.7884,95.62068389,0.6414,2.1793,82.95068389,0.1236,1.1069
2022,7,23,4,22.2,21.8,100,1002,1006.6,1.2,110,212,-12.67,-0.5178,-1.0724,82.95068389,0.1236,1.1069,81.89068389,0.2141,1.1076
2022,7,23,5,22.6,22.2,100,1001.9,1006.5,0.9,160,290,-1.06,0.0905,0.0007,81.89068389,0.2141,1.1076,81.28068389,0.3587,2.0832
2022,7,23,6,22.9,22.5,98,1002.2,1006.7,0.8,140,396,-0.61,0.1446,0.9756,81.28068389,0.3587,2.0832,91.94068389,1.0574,3.5673
2022,7,23,7,23.8,24.2,94,1002.2,1006.7,1.2,140,412,10.66,0.6987,1.4841,91.94068389,1.0574,3.5673,106.4706839,2.9618,9.9895
2022,7,23,8,24,24.8,91,1002.5,1007,1.2,110,427,14.53000001,1.9044,6.4222,106.4706839,2.9618,9.9895,123.3406839,1.943,10.8168
2022,7,23,9,25.3,28,84,1002.1,1006.6,2,90,563,16.87,-1.0188,0.8273,123.3406839,1.943,10.8168,155.9806839,2.8524,14.6211
2022,7,23,10,25.5,26.3,81,1001.9,1006.4,2.3,160,1643,32.64,0.9094,3.8043,155.9806839,2.8524,14.6211,148.4006839,3.2169,11.8829
2022,7,23,11,26.2,29.1,78,1002.4,1006.9,2.5,160,1770,-7.58,0.3645,-2.7382,148.4006839,3.2169,11.8829,160.6506839,3.3412,11.2034
2022,7,23,12,26.7,30.1,77,1002,1006.5,2.5,160,1978,12.25,0.1243,-0.6795,160.6506839,3.3412,11.2034,167.0006839,1.9894,10.9217
2022,7,23,13,27.3,31.4,75,1001.3,1005.8,2.6,140,1004,6.35,-1.3518,-0.2817,167.0006839,1.9894,10.9217,166.2706839,2.6467,11.1567
2022,7,23,14,27.8,30.2,68,1000.7,1005.2,2.6,160,1611,-0.73,0.6573,0.235,166.2706839,2.6467,11.1567,168.4306839,3.071,11.1619
2022,7,23,15,27.9,28.1,67,1000.1,1004.6,2.1,160,1903,2.16,0.4243,0.0052,168.4306839,3.071,11.1619,145.5606839,1.5563,10.2505
2022,7,23,16,27.2,26.6,71,999.7,1004.2,2.3,160,1473,-22.87,-1.5147,-0.9114,145.5606839,1.5563,10.2505,150.7906839,2.3955,7.4466
2022,7,23,17,26.3,25.8,77,999.6,1004.1,2,160,1576,5.23,0.8392,-2.8039,150.7906839,2.3955,7.4466,161.1706839,2.1367,9.5574
2022,7,23,18,25.5,25.5,84,998.3,1002.8,1.9,110,1117,10.38,-0.2588,2.1108,161.1706839,2.1367,9.5574,195.0506839,2.9218,10.6324
2022,7,23,19,25.7,25,80,998.5,1003,0.8,140,858,33.88,0.7851,1.075,195.0506839,2.9218,10.6324,195.1806839,3.219,10.6403
2022,7,23,20,24.4,24.5,92,998.4,1002.9,1,110,621,0.13,0.2972,0.0079,195.1806839,3.219,10.6403,190.2006839,3.3846,11.6455
2022,7,23,21,23.7,24,99,998.7,1003.2,1.7,110,233,-4.98,0.1656,1.0052,190.2006839,3.3846,11.6455,201.1406839,2.8031,9.5991
2022,7,23,22,22.9,23.6,100,998.6,1003.1,2.5,90,438,10.94,-0.5815,-2.0464,201.1406839,2.8031,9.5991,188.3506839,2.6479,8.1669
2022,7,23,23,22.6,23.3,100,998.3,1002.8,1.7,90,682,-12.79,-0.1552,-1.4322,188.3506839,2.6479,8.1669,155.5806839,1.6208,6.2956
2022,7,24,0,22.8,23.1,100,997.8,1002.3,3,110,1682,-32.77,-1.0271,-1.8713,155.5806839,1.6208,6.2956,130.2306839,0.933,4.3941
2022,7,24,1,23,23.1,99,997.2,1001.7,2.3,110,1664,-25.35,-0.6878,-1.9015,130.2306839,0.933,4.3941,110.5506839,1.3284,3.1539
2022,7,24,2,23.2,23.2,97,996.8,1001.3,1.8,110,1355,-19.68,0.3954,-1.2402,110.5506839,1.3284,3.1539,100.9206839,0.4145,2.0878
2022,7,24,3,23.6,23.2,95,996.5,1001,2.1,90,1484,-9.63,-0.9139,-1.0661,100.9206839,0.4145,2.0878,97.53068389,0.2153,1.93
2022,7,24,4,23.5,23,96,996.4,1000.9,2.1,90,1016,-3.39000001,-0.1992,-0.1578,97.53068389,0.2153,1.93,90.85068389,0.6571,2.3357
2022,7,24,5,23.5,23.1,96,996.4,1000.9,2,110,1090,-6.68,0.4418,0.4057,90.85068389,0.6571,2.3357,88.52068389,0.3444,1.9503
2022,7,24,6,23.8,23.2,94,996.7,1001.2,2,110,1183,-2.33,-0.3127,-0.3854,88.52068389,0.3444,1.9503,91.17068389,0.3486,3.165
2022,7,24,7,24,23.7,93,996.6,1001.1,1.3,90,1756,2.65,0.0042,1.2147,91.17068389,0.3486,3.165,106.9906839,1.5772,6.4663
2022,7,24,8,24.8,25.6,89,996.9,1001.4,2.6,110,2000,15.82000001,1.2286,3.3013,106.9906839,1.5772,6.4663,132.3706839,2.9494,11.3316
2022,7,24,9,25.3,25.7,88,997.3,1001.8,1.6,110,2020,25.38,1.3722,4.8653,132.3706839,2.9494,11.3316,153.7606839,2.9815,13.8341
2022,7,24,10,26.4,27.8,83,997.4,1001.9,1.7,140,2011,21.39,0.0321,2.5025,153.7606839,2.9815,13.8341,161.6906839,2.4244,13.2163
2022,7,24,11,26.9,29.9,81,997.5,1002,2,140,1826,7.93,-0.5571,-0.6178,161.6906839,2.4244,13.2163,164.3906839,2.5724,12.5239
2022,7,24,12,27.2,29.2,79,997.8,1002.3,1.8,180,1664,2.7,0.148,-0.6924,164.3906839,2.5724,12.5239,176.4006839,2.2076,12.0424
2022,7,24,13,27.3,32.1,73,997.7,1002.2,1.6,230,1965,12.01,-0.3648,-0.4815,176.4006839,2.2076,12.0424,168.2706839,1.8233,10.9305
2022,7,24,14,26.7,29.4,81,997.8,1002.3,2.2,160,1728,-8.13,-0.3843,-1.1119,168.2706839,1.8233,10.9305,166.6006839,1.7769,9.0131
2022,7,24,15,26,29.4,88,997.8,1002.3,2.2,140,1230,-1.67,-0.0464,-1.9174,166.6006839,1.7769,9.0131,162.7106839,1.8365,8.8293
2022,7,24,16,27.4,30,79,997.8,1002.3,0.9,160,2000,-3.89,0.0596,-0.1838,162.7106839,1.8365,8.8293,174.5606839,2.7855,10.2085
2022,7,24,17,28.2,30.1,77,998.1,1002.5,1.2,140,2000,11.85,0.949,1.3792,174.5606839,2.7855,10.2085,193.4006839,2.324,10.7638
2022,7,24,18,28,28.3,77,998.2,1002.7,0.5,320,2000,18.84,-0.4615,0.5553,193.4006839,2.324,10.7638,225.0406839,3.7974,14.4978
2022,7,24,19,26.6,27.1,89,998.7,1003.2,1.1,250,1986,31.64,1.4734,3.734,225.0406839,3.7974,14.4978,249.2006839,3.625,14.7742
2022,7,24,20,26,26.3,92,999.5,1004,0.9,320,857,24.16,-0.1724,0.2764,249.2006839,3.625,14.7742,243.0706839,3.411,14.2521
2022,7,24,21,25.8,25.9,94,1000.1,1004.6,1,290,717,-6.13,-0.214,-0.5221,243.0706839,3.411,14.2521,239.0806839,3.7248,12.6658
2022,7,24,22,25.8,25.6,93,1000.7,1005.2,1.1,320,782,-3.99,0.3138,-1.5863,239.0806839,3.7248,12.6658,199.3206839,2.4894,8.6011
2022,7,24,23,25.3,25.1,93,1001,1005.5,0.5,270,851,-39.76,-1.2354,-4.0647,199.3206839,2.4894,8.6011,168.5206839,2.6194,7.5957
2022,7,25,0,24.8,24.7,96,1001.5,1006,1,230,594,-30.8,0.13,-1.0054,168.5206839,2.6194,7.5957,132.2906839,1.392,4.3187
2022,7,25,1,24.8,24.7,96,1002,1006.5,1.2,250,893,-36.23,-1.2274,-3.277,132.2906839,1.392,4.3187,111.1406839,0.2512,2.166
2022,7,25,2,24.5,24.3,96,1002.1,1006.6,1.5,270,1361,-21.15,-1.1408,-2.1527,111.1406839,0.2512,2.166,96.14068389,0.7324,2.2713
2022,7,25,3,24,24,100,1002.5,1007,1.1,250,1136,-15.00000001,0.4812,0.1053,96.14068389,0.7324,2.2713,92.62068389,0.1537,1.2651
2022,7,25,4,23.7,23.5,98,1002.9,1007.4,1.5,250,1886,-3.52,-0.5787,-1.0062,92.62068389,0.1537,1.2651,87.48068389,0.195,1.7143
