YEAR,MONTH,DAY,HOUR,TEMP,WS,WD,HUM,AP,SLP,VISIBILITY,GTEMP,ELEC
2023,1,3,21,-6.1,0,0,63,1026.1,1031.3,1999,-3.4,1.26
2023,1,3,22,-6.3,0.3,0,66,1026.1,1031.3,1899,-4,1.28
2023,1,3,23,-7.3,0.4,0,71,1026.1,1031.3,1651,-4.5,1.24
2023,1,4,0,-8.2,0,0,73,1026.4,1031.7,1760,-4.9,1.17
2023,1,4,1,-8.9,0.2,0,77,1026,1031.3,1777,-5.3,1.24
2023,1,4,2,-8.7,0.8,110,78,1025.8,1031.1,1805,-5.6,1.37
2023,1,4,3,-8.4,0.3,0,79,1025.8,1031.1,1675,-5.8,1.38
2023,1,4,4,-7.9,0.5,110,83,1025.7,1031,1825,-5,1.65
2023,1,4,5,-7.9,0.4,0,84,1025.6,1030.9,1721,-4.8,1.67
2023,1,4,6,-6.7,0.7,290,77,1025.8,1031,1700,-4.3,0.95
2023,1,4,7,-6.3,0,0,75,1026.3,1031.5,1949,-4.5,0.76
2023,1,4,8,-6.2,0.5,270,77,1026.7,1031.9,1856,-4.4,0.68
2023,1,4,9,-4,0.2,0,70,1026.7,1031.9,1604,-3.9,1.14
2023,1,4,10,-2.1,0.9,230,60,1027,1032.1,1701,-1.7,1.05
2023,1,4,11,0,1.1,230,50,1027.4,1032.5,1912,-0.6,1.02
2023,1,4,12,1.8,0.9,70,52,1026.6,1031.7,1855,-0.1,0.94
2023,1,4,13,1.5,3.2,290,51,1026.1,1031.2,1673,1.9,1.03
2023,1,4,14,2.4,3.5,290,48,1025.6,1030.7,1711,2.3,0.97
2023,1,4,15,2.1,2.8,290,50,1025.5,1030.6,1842,1.7,0.67
2023,1,4,16,1.9,2.8,270,54,1025.5,1030.6,1928,-0.1,0.7
2023,1,4,17,0.8,2.7,270,60,1025.5,1030.6,1735,-0.1,0.73
2023,1,4,18,-0.9,2,270,70,1025.9,1031,1736,-0.1,0.97
2023,1,4,19,-1.6,1.2,290,75,1026.2,1031.3,1910,-0.2,1.25
2023,1,4,20,-2.8,1.6,250,79,1026.4,1031.6,1401,-0.4,1.61
2023,1,4,21,-3.3,0.4,0,80,1026.4,1031.6,1323,-1.2,1.42
2023,1,4,22,-4.3,0.9,290,83,1026.8,1032,1053,-1.9,1.14
2023,1,4,23,-5.3,1.1,290,89,1026.8,1032,1369,-2.8,1.19
2023,1,5,0,-5.8,0.3,0,89,1027.1,1032.3,1262,-3.7,1.3
2023,1,5,1,-6.7,0.8,290,93,1027,1032.2,1296,-4.3,1.16
2023,1,5,2,-7,0.2,0,91,1027.1,1032.3,1010,-4.8,1.07
2023,1,5,3,-8.1,0.8,290,94,1027.3,1032.6,825,-5.3,0.79
2023,1,5,4,-7.7,0.4,0,93,1027.3,1032.6,798,-5.6,0.79
2023,1,5,5,-9,1.2,320,96,1027,1032.3,758,-6,0.68
2023,1,5,6,-8.4,0.9,290,95,1027.1,1032.4,872,-6.3,0.56
2023,1,5,7,-7.8,0.2,0,96,1027.5,1032.8,725,-6.5,0.52
2023,1,5,8,-7.2,0.1,0,95,1027.2,1032.4,642,-6.4,0.61
2023,1,5,9,-5.3,0.4,0,94,1027.4,1032.6,560,-4.8,1.05
2023,1,5,10,-3.3,1,290,86,1027.8,1033,717,-1.5,1.11
2023,1,5,11,-1.2,1.2,140,68,1027.8,1032.9,1204,-0.4,1.17
2023,1,5,12,-0.1,1.3,160,61,1026.7,1031.8,1647,-0.2,0.8
2023,1,5,13,0.8,0.3,0,55,1025.9,1031,1486,-0.1,0.79
2023,1,5,14,1.2,1,320,53,1025.7,1030.8,1577,-0.1,1.3
2023,1,5,15,1.8,1.5,290,57,1025.5,1030.6,1199,0.2,1.04
2023,1,5,16,1.8,1.6,250,61,1025.9,1031,924,0,0.84
2023,1,5,17,1.1,1,250,63,1025.8,1030.9,782,-0.2,0.88
2023,1,5,18,-0.1,0.8,320,65,1026,1031.1,797,-0.2,0.97
2023,1,5,19,-1.6,0.4,0,74,1026,1031.1,927,-0.2,1.48
2023,1,5,20,-2.6,0.8,270,80,1025.5,1030.6,736,-0.6,1.22
2023,1,5,21,-3.3,0.4,0,83,1025,1030.2,711,-1.3,1.2
2023,1,5,22,-4,0.2,0,85,1025.4,1030.6,771,-2.4,1.18
2023,1,5,23,-4.6,0.6,270,87,1025.4,1030.6,601,-3.2,1
2023,1,6,0,-5.3,0.6,320,92,1025.2,1030.4,581,-3.8,1.17
2023,1,6,1,-5.6,0.4,0,94,1025.1,1030.3,559,-4.2,1.46
2023,1,6,2,-5.7,0.4,0,94,1025.1,1030.3,633,-4.3,1.65
2023,1,6,3,-6.2,0.4,0,97,1024.7,1029.9,575,-4.8,1.45
2023,1,6,4,-7,0.8,320,99,1024.1,1029.3,509,-5.1,1.16
2023,1,6,5,-7.5,1,320,98,1023.5,1028.7,505,-5.2,1.35
2023,1,6,6,-7.6,0,0,98,1022.8,1028,514,-5.5,0.99
2023,1,6,7,-7.2,0.6,290,98,1022.4,1027.6,605,-5.8,0.56
2023,1,6,8,-5.9,1,140,96,1022.1,1027.3,606,-5.8,0.74
2023,1,6,9,-4.3,0.3,0,86,1022.1,1027.3,842,-4.5,1.03
2023,1,6,10,-1.5,1.5,110,74,1021.5,1026.6,809,-1.4,0.68
2023,1,6,11,0.4,1.3,180,68,1021.2,1026.3,725,-0.4,0.82
2023,1,6,12,2.4,2.2,140,60,1020.2,1025.2,855,1.2,0.87
2023,1,6,13,3.3,2,230,65,1019,1024,766,2.3,0.88
2023,1,6,14,3.9,1.8,140,66,1017.7,1022.7,776,2.3,1.04
2023,1,6,15,3.7,1.7,140,69,1016.1,1021.1,560,1.5,0.72
2023,1,6,16,3.8,2.1,140,69,1015.2,1020.2,450,0.5,0.74
2023,1,6,17,3.1,1.8,110,71,1014.2,1019.2,438,0,0.81
2023,1,6,18,3.5,1.1,140,70,1014,1019,505,0,0.96
2023,1,6,19,2.7,2.7,110,71,1013.1,1018.1,596,-0.2,0.98
2023,1,6,20,2.8,0.8,110,71,1012.4,1017.4,543,0,1.08
2023,1,6,21,1.3,2.1,110,93,1011.8,1016.8,286,0,1.46
2023,1,6,22,1.6,3.5,90,97,1010.5,1015.5,270,0.1,1.42
2023,1,6,23,-0.3,0.4,0,100,1010.7,1015.7,68,-0.1,1.37
2023,1,7,0,-0.4,1,50,100,1010.3,1015.3,150,-0.1,1.15
2023,1,7,1,-0.2,0.4,0,100,1010,1015,103,-0.1,1.27
2023,1,7,2,0.3,0.8,250,100,1010,1015,169,-0.1,1.08
2023,1,7,3,2,2.3,270,100,1010.4,1015.4,119,-0.1,1.51
2023,1,7,4,2,3.2,270,100,1010.5,1015.5,151,-0.1,0.98
2023,1,7,5,2,2.8,270,99,1010.9,1015.9,255,-0.1,0.72
2023,1,7,6,1.7,3.6,290,98,1011.6,1016.6,218,-0.1,0.58
2023,1,7,7,1.3,3.3,270,94,1012.6,1017.6,349,-0.1,0.51
2023,1,7,8,1.3,2.7,270,91,1013.8,1018.8,265,-0.1,0.57
2023,1,7,9,1.1,3,290,89,1014.3,1019.3,319,-0.1,0.53
2023,1,7,10,1.6,2.8,290,77,1014.9,1019.9,536,0.6,0.66
2023,1,7,11,1.9,2.7,290,76,1015.9,1020.9,376,0.9,0.81
2023,1,7,12,1.9,2.9,270,73,1015.7,1020.7,403,1.7,0.87
2023,1,7,13,2.4,3,270,72,1015.4,1020.4,342,3.7,0.93
2023,1,7,14,2.6,3.8,270,72,1015.5,1020.5,443,3.6,0.57
2023,1,7,15,2.6,4,270,72,1015.7,1020.7,662,2.3,0.83
2023,1,7,16,2.7,2.9,270,68,1016,1021,606,0.7,0.84
2023,1,7,17,2.2,2.5,290,65,1016.7,1021.7,723,-0.1,0.86
2023,1,7,18,0.6,1.7,250,79,1017.4,1022.4,429,-0.1,0.81
2023,1,7,19,-0.5,0.3,0,87,1017.9,1023,631,-0.2,0.56
2023,1,7,20,-1.4,0.2,0,92,1018.3,1023.4,483,-0.2,0.72
2023,1,7,21,-2.1,0.1,0,93,1019,1024.1,408,-0.2,1.26
2023,1,7,22,-2.5,0.8,360,97,1019.3,1024.4,309,-0.2,1.6
2023,1,7,23,-2.8,0.3,0,100,1019.1,1024.2,279,-0.6,1.31
2023,1,8,0,-3.7,0.8,250,100,1019.1,1024.2,301,-0.9,1.02
2023,1,8,1,-4.3,0.8,340,100,1019.4,1024.6,401,-1.1,0.69
2023,1,8,2,-4.6,0.9,290,100,1020.2,1025.4,272,-1.3,0.62
2023,1,8,3,-4.9,0.6,290,100,1021,1026.2,263,-1.6,0.57
2023,1,8,4,-5.1,0.1,0,100,1020.6,1025.8,280,-1.9,0.62
2023,1,8,5,-5.2,1.2,110,100,1020.3,1025.5,222,-2.2,0.64
2023,1,8,6,-5.4,0.2,0,100,1020.8,1026,276,-2.6,0.45
2023,1,8,7,-4.9,0.8,90,100,1021.6,1026.8,230,-2.9,0.61
2023,1,8,8,-5.6,0,0,100,1021.7,1026.9,207,-3.1,0.51
2023,1,8,9,-4,0.1,0,100,1021.9,1027.1,263,-1.9,0.66
2023,1,8,10,-1.1,0.6,160,94,1022.2,1027.3,295,-0.3,0.57
2023,1,8,11,0.7,2,140,83,1021.9,1027,559,-0.1,1.24
2023,1,8,12,2.6,1.8,160,70,1021.3,1026.3,980,0,0.57
2023,1,8,13,2.9,1.9,90,62,1020.4,1025.4,835,0.6,0.62
2023,1,8,14,4.2,2.2,140,59,1019.8,1024.8,1108,2,0.26
2023,1,8,15,4.4,1.5,110,56,1019.5,1024.5,1260,2.2,0.38
2023,1,8,16,4.1,1.5,140,55,1019.4,1024.4,1614,0.8,0.39
2023,1,8,17,3.8,1.3,160,59,1019.5,1024.5,1426,0.3,0.75
2023,1,8,18,3.2,0.5,90,63,1019.5,1024.5,1464,-0.4,0.68
2023,1,8,19,2.7,0.3,0,65,1019.8,1024.8,1534,-0.1,1.21
2023,1,8,20,2.5,0.7,90,66,1019.8,1024.8,965,-0.1,1.07
2023,1,8,21,2.9,1.5,90,66,1019.9,1024.9,748,-0.1,0.45
2023,1,8,22,2.5,0.3,0,68,1019.9,1024.9,787,-0.1,0.45
2023,1,8,23,2.3,0.4,0,70,1020,1025,763,-0.1,0.56
2023,1,9,0,2.5,1.1,90,68,1019.6,1024.6,936,-0.1,0.31
2023,1,9,1,2.6,1,90,67,1019.2,1024.2,621,-0.1,0.39
2023,1,9,2,2.8,1.1,90,66,1018.9,1023.9,616,-0.1,0.45
2023,1,9,3,2.7,0.6,90,66,1018.8,1023.8,732,-0.1,0.42
2023,1,9,4,2.6,0.1,0,68,1018.2,1023.2,677,-0.1,0.38
2023,1,9,5,2.3,0.1,0,72,1018,1023,689,0,0.36
2023,1,9,6,2.6,0.4,0,69,1018.1,1023.1,685,0.1,0.49
2023,1,9,7,2.8,1.5,320,72,1018.6,1023.6,737,0.1,0.5
2023,1,9,8,3.4,1.9,340,70,1019.1,1024.1,695,0.1,0.62
2023,1,9,9,3.7,1.2,340,76,1019.4,1024.4,821,0.6,0.85
2023,1,9,10,4.9,0.9,180,72,1019.7,1024.7,903,2.6,0.94
2023,1,9,11,6.1,0.9,200,69,1019.6,1024.6,1298,4.8,1.02
2023,1,9,12,6.2,4.3,290,61,1019.2,1024.1,710,7,0.95
2023,1,9,13,6,4.6,320,45,1018.8,1023.8,1349,7.9,0.97
2023,1,9,14,6.3,3.5,290,45,1018.4,1023.3,1393,7.9,0.93
2023,1,9,15,5.9,3.9,290,44,1018.5,1023.5,1500,6.1,0.85
2023,1,9,16,3.8,4.3,270,61,1019.2,1024.2,1069,2.7,0.82
2023,1,9,17,2.7,2.8,270,59,1020,1025,1542,0.3,0.86
2023,1,9,18,1.1,3,250,64,1020.8,1025.9,1523,-0.1,0.73
2023,1,9,19,0.5,1.7,320,65,1021.8,1026.9,1888,-0.1,0.85
2023,1,9,20,0.6,3.5,320,54,1022.4,1027.5,1968,-0.1,0.76
2023,1,9,21,-0.9,1,320,61,1022.9,1028,1773,-0.1,0.86
2023,1,9,22,-1.8,1.5,290,67,1023.5,1028.6,1870,-0.3,0.91
2023,1,9,23,-2.5,1.1,290,69,1023.5,1028.6,1736,-0.6,0.83
2023,1,10,0,-3,1.1,270,73,1024.2,1029.4,1750,-0.8,0.93
2023,1,10,1,-3.6,1.5,270,75,1024.7,1029.9,1584,-1.1,0.85
2023,1,10,2,-4.2,0.7,250,79,1024.8,1030,1640,-1.3,0.82
2023,1,10,3,-4.3,0.6,270,78,1025.4,1030.6,1755,-1.4,0.98
2023,1,10,4,-5.7,1,290,86,1025.3,1030.5,1321,-1.6,0.66
2023,1,10,5,-5.6,1,340,88,1024.9,1030.1,1534,-1.9,0.37
2023,1,10,6,-5.2,0.1,0,88,1024.8,1030,1271,-2.1,0.42
2023,1,10,7,-5.7,0.7,250,91,1025,1030.2,1069,-2.4,0.46
2023,1,10,8,-5.4,0.8,320,89,1025.7,1030.9,1104,-2.5,0.63
2023,1,10,9,-2.8,0.4,0,82,1025.9,1031.1,1105,-1.5,1.07
2023,1,10,10,0.1,0.5,230,68,1026,1031.1,1128,-0.2,0.68
2023,1,10,11,2.6,1.6,90,56,1025.7,1030.7,1490,-0.1,0.84
2023,1,10,12,4.1,1.2,110,52,1025,1030,1249,0,0.76
2023,1,10,13,4.9,1.3,290,52,1024.2,1029.2,1303,0.8,0.65
2023,1,10,14,7.1,0.7,200,48,1023.6,1028.5,1129,2.8,0.79
2023,1,10,15,6.9,2.2,160,49,1023.1,1028.1,1406,3.4,0.47
2023,1,10,16,6.5,2.1,160,52,1023,1028,1207,1.9,0.43
2023,1,10,17,5.1,0.3,0,56,1022.6,1027.6,1045,0.1,0.76
2023,1,10,18,2.7,1.8,250,66,1023.1,1028.1,634,-0.1,1.09
2023,1,10,19,1.7,1,250,70,1023.4,1028.5,742,-0.1,1.17
2023,1,10,20,1.1,0.7,270,74,1023.5,1028.6,725,-0.1,0.89
2023,1,10,21,0,0.9,250,78,1023.6,1028.7,613,-0.2,1.2
2023,1,10,22,-0.7,0.4,0,81,1022.9,1028,615,-0.2,1.05
2023,1,10,23,-1.6,0.7,290,86,1022.6,1027.7,535,-0.2,1.03
2023,1,11,0,-2.7,0.6,320,94,1022.8,1027.9,817,-0.3,1.02
2023,1,11,1,-3.5,0.9,290,95,1022.8,1028,546,-0.6,0.84
2023,1,11,2,-3.7,0.6,290,98,1022.7,1027.9,753,-0.8,0.62
2023,1,11,3,-4.1,0.6,250,99,1022.7,1027.9,563,-0.9,0.64
2023,1,11,4,-4.2,0.5,70,99,1022.7,1027.9,613,-1.1,0.76
2023,1,11,5,-4.7,0.7,290,100,1022.8,1028,486,-1.3,0.68
2023,1,11,6,-4.5,0.2,0,100,1022.9,1028.1,546,-1.5,0.64
2023,1,11,7,-4.5,0.1,0,100,1023.1,1028.3,327,-1.8,0.5
2023,1,11,8,-4.4,0.1,0,100,1023.4,1028.6,334,-1.9,0.63
2023,1,11,9,-2.4,0.3,0,98,1023.4,1028.5,501,-1.1,0.98
2023,1,11,10,0.5,0.5,140,88,1024,1029.1,549,-0.2,0.75
2023,1,11,11,1.8,1.9,160,82,1023.4,1028.5,548,-0.1,0.72
2023,1,11,12,3.4,1.9,160,72,1022.4,1027.4,764,0.1,0.83
2023,1,11,13,5,1.4,270,61,1021.8,1026.8,1040,1.7,1.04
2023,1,11,14,6.3,1.6,200,46,1021.4,1026.4,1119,4.4,0.66
2023,1,11,15,7.3,1.2,250,51,1021,1025.9,779,5.4,0.62
2023,1,11,16,6.5,2.6,290,50,1021,1026,853,3,0.63
2023,1,11,17,5.2,1.8,250,61,1020.6,1025.6,846,0.8,0.87
2023,1,11,18,3.5,0.7,250,69,1020.6,1025.6,912,0,0.69
2023,1,11,19,2.1,0.9,270,76,1020.7,1025.7,895,-0.1,0.87
2023,1,11,20,0.9,0.4,0,79,1020.2,1025.3,733,-0.1,1.02
2023,1,11,21,0.3,0,0,83,1020,1025.1,655,-0.2,0.81
2023,1,11,22,-0.9,1.1,320,88,1020,1025.1,511,-0.2,0.51
2023,1,11,23,-1.7,1,320,91,1020.4,1025.5,588,-0.2,0.78625
2023,1,12,0,-1.7,0,0,94,1020.2,1025.3,698,-0.3,0.78625
2023,1,12,1,-2.2,0.2,0,96,1019.9,1025,495,-0.5,0.78625
2023,1,12,2,-2.9,0.7,290,99,1020.1,1025.2,414,-0.7,0.78625
2023,1,12,3,-3,0.3,0,99,1020.5,1025.6,363,-0.8,0.78625
2023,1,12,4,-2.9,0.7,320,95,1020.2,1025.3,585,-0.9,0.78625
2023,1,12,5,-3.3,0.5,270,96,1019.9,1025,563,-1.2,0.78625
2023,1,12,6,-3.6,0.7,290,97,1020,1025.1,530,-1.4,0.78625
2023,1,12,7,-3.8,0.4,0,95,1020.4,1025.5,586,-1.6,0.78625
2023,1,12,8,-3.2,0.7,230,94,1020.4,1025.5,717,-1.7,0.78625
2023,1,12,9,0.6,0.9,110,78,1020.5,1025.6,960,-0.9,0.78625
2023,1,12,10,4.2,1.6,90,50,1020.5,1025.5,948,-0.2,0.78625
2023,1,12,11,6.4,2.4,110,43,1020.1,1025,1375,0,0.78625
2023,1,12,12,8.8,0.9,140,38,1019.2,1024.1,1084,0.8,0.78625
2023,1,12,13,9.9,1.8,140,38,1017.9,1022.8,1405,4.1,0.78625
2023,1,12,14,11,1.6,140,38,1016.9,1021.7,1897,8,0.78625
2023,1,12,15,12,1.4,180,38,1016.7,1021.5,1389,7.8,0.69
2023,1,12,16,12.1,1.1,110,39,1016.3,1021.1,1734,4.8,0.54
2023,1,12,17,11.5,0.5,140,39,1016.1,1020.9,1696,2.7,0.72
2023,1,12,18,7.9,0.5,70,50,1016.1,1021,1389,0.5,0.81
2023,1,12,19,6.5,1.2,70,56,1015.6,1020.5,1446,0,0.95
2023,1,12,20,6.3,1.2,90,53,1015,1019.9,1412,0,0.88
2023,1,12,21,7,1.9,110,48,1014.8,1019.7,1602,-0.1,1.05
2023,1,12,22,8,1.6,90,45,1014.4,1019.3,1961,0,0.89
2023,1,12,23,6.9,1.9,110,53,1014.2,1019.1,1573,0,0.59
2023,1,13,0,7.7,2.2,90,50,1013.2,1018.1,1918,1,0.83
2023,1,13,1,5.8,2.6,70,73,1012.8,1017.7,1052,1.8,0.68
2023,1,13,2,4.4,3.8,90,97,1011.7,1016.6,748,2.3,0.55
2023,1,13,3,5.1,2.4,90,96,1011,1015.9,955,2.5,0.61
2023,1,13,4,5.2,2.6,90,100,1010,1014.9,926,2.8,0.79
2023,1,13,5,5.5,3.6,90,100,1008.3,1013.2,764,3.2,0.39
2023,1,13,6,6,4.4,90,100,1006.8,1011.7,476,4,0.47
2023,1,13,7,6.5,3.4,90,100,1006.3,1011.2,352,4.3,0.42
2023,1,13,8,6.6,1.7,70,100,1006.4,1011.3,712,4.4,0.55
2023,1,13,9,6.9,1.7,110,100,1006.1,1011,641,4.5,1.09
2023,1,13,10,7.4,1.6,110,100,1005.9,1010.8,556,5,0.85
2023,1,13,11,7.9,1.1,110,100,1005.5,1010.3,728,5.4,0.71
2023,1,13,12,8.3,0.3,0,100,1004.9,1009.7,150,5.4,0.8
2023,1,13,13,8.8,0.7,110,100,1004.2,1009,89,5.7,0.82
2023,1,13,14,9.2,0.7,140,100,1003.8,1008.6,99,6.1,1.08
2023,1,13,15,9,0.2,0,100,1004.1,1008.9,93,5.8,1.03
2023,1,13,16,9.2,1.1,290,100,1004.8,1009.6,169,5.7,1
2023,1,13,17,8.6,1.2,290,100,1005.2,1010,345,5.2,0.71
2023,1,13,18,8.3,0.9,270,100,1005.8,1010.6,232,4.6,0.64
2023,1,13,19,8,0.4,0,100,1006.7,1011.5,148,4.4,0.99
2023,1,13,20,7.7,1.1,340,100,1007,1011.9,349,4.2,1.09
2023,1,13,21,7.1,1,270,100,1007.2,1012.1,130,4,1.16
2023,1,13,22,7.2,0.7,180,100,1007.6,1012.5,67,3.9,0.95
2023,1,13,23,6.9,0.9,230,100,1007.6,1012.5,55,4,0.85
2023,1,14,0,5.8,1.8,320,100,1007.3,1012.2,66,3.8,0.94
2023,1,14,1,5.3,1.1,230,100,1007.7,1012.6,181,3.7,0.87
2023,1,14,2,5.3,0.3,0,100,1008,1012.9,138,3.5,0.82
2023,1,14,3,5.4,0.9,250,100,1008.2,1013.1,110,3.4,0.81
2023,1,14,4,5.3,0.5,290,100,1007.6,1012.5,109,3.3,0.79
2023,1,14,5,5.1,0.4,0,100,1007.3,1012.2,94,3.3,0.85
2023,1,14,6,5,0.6,250,100,1007.3,1012.2,34,3.3,0.69
2023,1,14,7,5.1,0.3,0,100,1007.7,1012.6,50,3.2,0.41
2023,1,14,8,5,0.6,270,100,1008,1012.9,44,3.2,0.54
2023,1,14,9,4.9,0.9,230,100,1009,1013.9,59,3.4,0.45
2023,1,14,10,5.1,0.9,140,100,1009.3,1014.2,86,3.7,0.63
2023,1,14,11,5.1,1.6,320,100,1009.4,1014.3,787,4.5,0.51
2023,1,14,12,4.9,0.9,250,100,1009.1,1014,313,4.9,0.55
2023,1,14,13,5.3,1,250,100,1008.8,1013.7,390,5.8,1.19
2023,1,14,14,5.9,1.2,140,100,1008.3,1013.2,301,6.5,0.66
2023,1,14,15,6.3,0.9,160,100,1007.8,1012.7,460,6.4,0.57
2023,1,14,16,6.5,1.5,90,100,1008.3,1013.2,1391,6,0.53
2023,1,14,17,6.2,1.5,90,100,1009.5,1014.4,2041,5.3,0.51
2023,1,14,18,5.7,0.6,160,100,1010.8,1015.7,1068,4.8,0.95
2023,1,14,19,5.5,2.3,70,100,1010.8,1015.7,1958,4.6,0.7
2023,1,14,20,5,1.4,70,97,1011.7,1016.6,2000,4.2,0.69
2023,1,14,21,4.1,2.2,90,100,1012.4,1017.3,1366,3.9,0.78
2023,1,14,22,3.9,2.6,90,100,1012.2,1017.2,1986,3.7,0.65
2023,1,14,23,3.5,2.9,90,100,1011.3,1016.3,2000,3.4,0.73
2023,1,15,0,3.2,1.7,90,98,1012.1,1017.1,1973,3.2,0.45
2023,1,15,1,2.7,1.7,110,100,1012,1017,1032,3,0.43
2023,1,15,2,2.7,1.4,160,100,1012.2,1017.2,721,3,0.54
2023,1,15,3,2.3,1,110,100,1012.1,1017.1,223,2.9,0.54
2023,1,15,4,2.5,0.9,160,100,1012.5,1017.5,401,2.8,0.51
2023,1,15,5,0.8,3.1,250,100,1012.3,1017.3,436,2.5,0.42
2023,1,15,6,0.6,2.9,250,100,1012.3,1017.3,727,2.2,0.52
2023,1,15,7,-0.3,4.1,250,100,1012.6,1017.6,632,1.4,0.42
2023,1,15,8,-0.7,3.1,250,100,1013.2,1018.2,624,0.7,0.41
2023,1,15,9,-1.1,3.4,250,100,1013.5,1018.6,663,0.7,0.69
2023,1,15,10,-1.2,3,270,100,1014.6,1019.7,675,0.9,0.59
2023,1,15,11,-1.4,3,250,100,1014.6,1019.7,822,1.5,0.35
2023,1,15,12,-1.4,2.6,270,100,1013.9,1019,1168,1.6,0.43
2023,1,15,13,-1.7,4.2,250,100,1013.3,1018.4,1010,1.6,0.56
2023,1,15,14,-1.9,2.5,250,99,1012.6,1017.7,1121,1.7,0.79
2023,1,15,15,-2.2,3.1,270,100,1013.3,1018.4,1066,1.2,0.6
2023,1,15,16,-2.7,3,270,99,1013.4,1018.5,1043,0.7,0.4
2023,1,15,17,-2.8,2.4,250,100,1013.7,1018.8,1026,0.3,0.6
2023,1,15,18,-2.9,3.7,270,100,1014.6,1019.7,1010,0,0.63
2023,1,15,19,-3.2,2.9,270,100,1015.6,1020.7,1229,0,0.65
2023,1,15,20,-3.4,2.9,270,98,1015.5,1020.6,1454,0,1.07
2023,1,15,21,-3.5,2.5,270,98,1016.2,1021.3,1493,-0.1,0.7
2023,1,15,22,-3.6,1.9,270,95,1016.3,1021.4,1386,-0.1,0.51
2023,1,15,23,-3.5,1.6,270,97,1016.7,1021.8,927,-0.1,0.42
2023,1,16,0,-3.5,3,290,93,1017.1,1022.2,1178,-0.1,0.45
2023,1,16,1,-4.1,4,290,91,1017.2,1022.3,1978,-0.2,0.42
2023,1,16,2,-4.7,3.5,320,90,1017.6,1022.8,1944,-0.2,0.55
2023,1,16,3,-4.8,2.3,290,89,1017.9,1023.1,1884,-0.6,0.46
2023,1,16,4,-5.4,2.7,290,89,1018.2,1023.4,1972,-1.2,0.33
2023,1,16,5,-6,3.3,290,88,1018.5,1023.7,2012,-1.9,0.46
2023,1,16,6,-6.4,3.2,290,87,1019.1,1024.3,1996,-2.3,0.41
2023,1,16,7,-6.3,2.9,320,86,1019.8,1025,2000,-2,0.45
2023,1,16,8,-6.6,2.6,320,83,1020.4,1025.6,1986,-2.2,0.54
2023,1,16,9,-6.7,3,320,77,1021.3,1026.5,2067,-2.1,0.86
2023,1,16,10,-5.9,2.6,290,65,1022.1,1027.3,1868,-0.2,1.44
2023,1,16,11,-5.2,2.9,320,59,1022.3,1027.5,1999,-0.1,1.24
2023,1,16,12,-4.4,2.7,360,53,1021.8,1027,1986,0.4,1.18
2023,1,16,16,-1.5,3,250,44,1020.8,1025.9,5000,1.8,1.23
2023,1,16,17,-2.5,3,250,45,1021.2,1026.3,5000,-2.9,0.88
2023,1,16,18,-4,1.8,270,53,1021.6,1026.8,5000,-4.6,0.57
2023,1,16,19,-4.8,2.1,250,57,1022.3,1027.5,4995,-5.2,0.69
2023,1,16,20,-5.5,0.9,250,64,1022.5,1027.7,4629,-5.7,1.03
2023,1,16,21,-6.1,0.4,0,64,1022.3,1027.5,4489,-6.5,1.06
2023,1,16,22,-6.4,0.5,250,71,1022.5,1027.7,3604,-6.6,1.23
2023,1,16,23,-6.8,1.1,230,74,1022.7,1027.9,3309,-6.6,0.88
2023,1,17,0,-7.3,1.1,270,78,1022.7,1027.9,3645,-6.6,0.9
2023,1,17,1,-7.2,1.2,250,81,1022.8,1028,2415,-6.7,0.88
2023,1,17,2,-7.2,1,270,81,1023,1028.2,3399,-6.1,0.71
2023,1,17,3,-7.1,0.7,290,81,1023.5,1028.7,3531,-5.8,0.9
2023,1,17,4,-5.9,1.7,290,64,1023.8,1029,4277,-5.4,0.58
2023,1,17,5,-5.7,1.2,320,58,1023.8,1029,4253,-5.6,0.37
2023,1,17,6,-5.9,0.8,320,62,1023,1028.2,3851,-5.6,0.44
2023,1,17,7,-6.1,0.3,0,67,1023,1028.2,3684,-5.5,0.61
2023,1,17,8,-5.6,0.1,0,64,1023.1,1028.3,4422,-4.8,1.31
2023,1,17,9,-4.6,1.5,140,56,1023.6,1028.8,4166,-4,0.89
2023,1,17,10,-3.8,0.8,160,56,1023.2,1028.4,3648,-1.7,0.73
2023,1,17,11,-3.1,1.8,160,48,1023.1,1028.2,3867,-0.8,0.88
2023,1,17,12,-2,2.2,140,48,1022.4,1027.5,3616,0.7,1.09
2023,1,17,13,-0.9,1.7,160,44,1021.4,1026.5,3900,1.1,0.96
2023,1,17,14,-0.1,1.5,200,43,1021.2,1026.3,3564,1.7,0.88
2023,1,17,15,-0.5,2.7,250,54,1021.1,1026.2,3775,0.5,0.71
2023,1,17,16,-0.6,1,230,55,1020.7,1025.8,3899,0.3,0.87
2023,1,17,17,-0.4,0.4,0,55,1021,1026.1,3891,0,0.71
2023,1,17,18,-0.8,0.6,250,58,1021.2,1026.3,3779,0,0.93
2023,1,17,19,-1.2,0.6,360,62,1021.3,1026.4,3479,0,0.88
2023,1,17,20,-0.9,1,160,61,1021.2,1026.3,3317,0,0.86
2023,1,17,21,-0.9,0.6,90,65,1021.1,1026.2,1806,0,1.02
2023,1,17,22,-1,0.7,20,68,1021.4,1026.5,2918,0,1.14
2023,1,17,23,-1.1,0.7,90,65,1021.5,1026.6,2856,0,1.07
